Name,Category,Latitude,Longitude,Address,Phone,Website,Email,OSM_ID
Diya Family Restaurant,restaurant,12.9571881,77.6550651,N/A,N/A,N/A,N/A,3309207333
Akshaya Veg,restaurant,12.9565128,77.6537159,N/A,N/A,N/A,N/A,3313847821
Brahmin's Thatte Idli,restaurant,13.0268022,77.5794516,N/A,N/A,N/A,N/A,3316943067
Adyar Ananda Bhavan,restaurant,13.04098,77.6243953,"Thanisandra Main Road, Bengaluru, 560045",918025448999,https://aabsweets.com,N/A,3328011093
Status,restaurant,12.953121,77.652908,N/A,N/A,N/A,N/A,3340457186
Status,hotel,12.9531464,77.652966,N/A,N/A,N/A,N/A,3340457187
Udipi Park,restaurant,12.9530588,77.652888,N/A,N/A,N/A,N/A,3340457188
Richies Rahhams Families International,restaurant,13.000752,77.6131248,N/A,N/A,N/A,N/A,3342219979
Big Mummy,restaurant,12.96257,77.6432823,"17th B Main, Bengaluru, 570008",N/A,N/A,N/A,3355272069
Nandu Biryani Corner,restaurant,12.9627703,77.6424953,"17th B Main, Bengaluru, 570008",N/A,N/A,N/A,3355272070
Starbucks,cafe,12.9745524,77.6073356,N/A,N/A,N/A,N/A,3355609489
Kavya Sagar,restaurant,12.9582479,77.6146254,N/A,N/A,N/A,N/A,3361649542
Skyye,bar,12.9715333,77.5963921,"Vittal Mallya Road, Bangalore",N/A,N/A,N/A,3361712098
MTR 1924,restaurant,12.9805426,77.6405571,N/A,N/A,N/A,N/A,3369857851
Cafe Coffee Day,cafe,12.9781425,77.6387579,Chinmaya Mission Hospital Road,N/A,N/A,N/A,3369890731
Tadka Singh,restaurant,12.9781375,77.638642,"Chinmaya Mission Hospital Road, Bangalore, 560038",+91 76761 21212,http://www.tadka-singh.in/,N/A,3369890732
Chinita,restaurant,12.9810472,77.6371441,"Indiranagar Double Road, Bangalore, 560038",+91 96865 51896,https://www.chinita.in/,N/A,3369940349
Paakashala,restaurant,12.9811616,77.6371262,2nd Main,N/A,N/A,N/A,3369940351
Dosa Camp,restaurant,12.9797703,77.6393433,N/A,N/A,N/A,N/A,3369957258
Adupadi,restaurant,12.9788158,77.6365941,N/A,N/A,N/A,N/A,3370003811
Lajawaab,restaurant,12.9782871,77.6426631,N/A,N/A,N/A,N/A,3370020257
Rasa India,restaurant,12.9782063,77.6431582,N/A,N/A,N/A,N/A,3370020259
Cafe Max,restaurant,12.9783994,77.6443108,Chinmaya Mission Hospital Road,N/A,N/A,N/A,3370028599
Esplanade,restaurant,12.978961,77.636588,N/A,N/A,N/A,N/A,3370028965
Shalimar,hotel,12.9783904,77.6373978,N/A,N/A,N/A,N/A,3370028971
Istanbul Doner Turkish Grill,restaurant,12.9821282,77.6395715,N/A,N/A,N/A,N/A,3370115618
Durga Andhra Mess (Veg/Non-Veg),restaurant,12.9804418,77.6391466,N/A,N/A,N/A,N/A,3370171473
Food Town,restaurant,12.9822114,77.6391056,N/A,N/A,N/A,N/A,3370171475
Nagarjuna,restaurant,12.9774668,77.6363765,Indiranagar Double Road (Paramahansa Yogananda road),N/A,N/A,N/A,3370279043
Imperial Restaurant,restaurant,12.9755127,77.6360648,Indiranagar Double Road (Paramahansa Yogananda road),N/A,N/A,N/A,3370283251
Aishwarya Bar N Restaurant,bar,12.9741726,77.6357187,N/A,N/A,N/A,N/A,3370453171
Annapoorani,restaurant,12.97475,77.635825,N/A,N/A,N/A,N/A,3370453172
Barebones,restaurant,12.9801713,77.6405925,N/A,N/A,N/A,N/A,3371304648
Coffee Club,cafe,13.0189413,77.5708021,N/A,N/A,N/A,N/A,3371410044
Swathi,restaurant,12.9891614,77.5722338,N/A,N/A,N/A,N/A,3371785036
The Himalayan Inn,hotel,12.9787061,77.6369437,N/A,N/A,N/A,N/A,3374298878
Punjabi Rasoi,restaurant,12.9821972,77.6388396,N/A,N/A,https://www.thepunjabirasoi.com/,N/A,3380959471
Sri Upahara,restaurant,12.9105018,77.5816131,N/A,N/A,N/A,N/A,3381393099
Meghana Foods,restaurant,12.9728223,77.6091815,"Field Marshal Cariappa Road, Bengaluru, 560025",N/A,N/A,N/A,3384450215
Regenta Inn,hotel,12.9830426,77.6401968,N/A,N/A,https://www.royalorchidhotels.com/regenta-inn-indiranagar-bangalore/overview,N/A,3389094351
Curries and Pickles,restaurant,12.9822012,77.6382936,N/A,N/A,N/A,N/A,3389131746
Hotel Annakuteera vegetarian,restaurant,12.962822,77.5764714,N/A,N/A,N/A,N/A,3391135051
New Sagar Fast Food & Party Hall,restaurant,12.9899339,77.5526805,N/A,N/A,N/A,N/A,3391135057
H.S.M Iyengar,cafe,12.910505,77.5820811,N/A,N/A,N/A,N/A,3393485027
Paakashala,restaurant,12.9106315,77.584622,"1st Phase, JP Nagar, Bangalore",N/A,https://paakashala.com/,N/A,3393504221
Spicy Tree,restaurant,12.9106137,77.5805904,N/A,N/A,N/A,N/A,3393511032
Rolls of heaven,restaurant,12.9110226,77.578561,N/A,N/A,N/A,N/A,3393529951
Sri Devi,restaurant,12.9108461,77.5782827,N/A,N/A,N/A,N/A,3393529952
Sunrise Restaurant,restaurant,12.9110743,77.5780397,N/A,N/A,N/A,N/A,3393531563
Aditya Hotel,restaurant,13.0019334,77.5784395,N/A,N/A,N/A,N/A,3399331050
Swathi hotel,hotel,12.9256581,77.6006309,N/A,N/A,N/A,N/A,3400223197
F A Tea stall,cafe,13.0183459,77.5572174,N/A,N/A,N/A,N/A,3400223536
Five Star Veg,restaurant,13.0069934,77.5693219,N/A,N/A,N/A,N/A,3400223537
Five Star Chicken,restaurant,13.0070927,77.5693166,N/A,N/A,N/A,N/A,3400224073
Hotel Aradhana,restaurant,12.9115865,77.6002227,N/A,N/A,N/A,N/A,3401671688
Sri Nanjundeshwara bar and restaurant,bar,12.9112404,77.6001886,N/A,N/A,N/A,N/A,3403067274
Shri Lakshmi Darshini,restaurant,12.9113058,77.6001591,N/A,N/A,N/A,N/A,3403067275
Prasanna bar and restaurant,restaurant,12.9113345,77.6001135,N/A,N/A,N/A,N/A,3403067460
Cafe Coffee Day,cafe,12.9898332,77.5561709,N/A,N/A,N/A,N/A,3412397362
Holy Smoke,restaurant,12.9103456,77.6097988,N/A,N/A,N/A,N/A,3422057411
Aahar Bhavan - Veg Hotel,hotel,12.9102961,77.6063748,N/A,N/A,N/A,N/A,3424841462
Sri Ananda Bhavan,restaurant,12.9944143,77.6631498,N/A,N/A,N/A,N/A,3451568023
Sri Krishna Grand,restaurant,12.9938792,77.6622186,N/A,N/A,N/A,N/A,3451568025
Basaveshwara Khanavali,restaurant,12.9944662,77.6632297,"Benniganahalli, Bangalore, 560016",N/A,N/A,N/A,3451568043
Sai Shiv Sagar,restaurant,12.9950242,77.662944,N/A,N/A,N/A,N/A,3451583670
Nellore Mess,restaurant,12.994594,77.6634203,"Benniganahalli, Bangalore, 560016",N/A,N/A,N/A,3451678764
Annapurna,restaurant,12.95904,77.6382864,N/A,N/A,N/A,N/A,3453556764
Kerela Pavilion,restaurant,12.9603147,77.6371987,N/A,N/A,N/A,N/A,3453556775
Under The Tree,restaurant,12.9592176,77.6385092,N/A,N/A,N/A,N/A,3453556789
Tamarind House,restaurant,12.9591069,77.6383016,N/A,N/A,N/A,N/A,3453558193
Smoke House Deli,restaurant,12.9715104,77.5983259,"Lavelle Road, Bangalore",N/A,N/A,N/A,3458333999
Bangalore Brew Works,pub,12.9680185,77.6019458,"FM Cariappa Road (Residency Road), Bengaluru",+91 97422 11446,N/A,N/A,3458335906
Brewberrys,pub,12.9254043,77.674814,N/A,N/A,N/A,N/A,3463468415
Annapoorneshwari Mess,restaurant,12.9819249,77.6395066,N/A,N/A,N/A,N/A,3470923201
Classic Biriyani Center,restaurant,12.92478,77.6746246,N/A,N/A,N/A,N/A,3477797685
Mani's Dum Biriyani,restaurant,12.9242898,77.6737254,N/A,N/A,https://manis.in,N/A,3477797826
Ibaco,cafe,13.0374157,77.5661276,"5th Main, Bangalore, 560094",+91 9535710883,N/A,N/A,3483711802
Café Coffee Day,cafe,12.9193173,77.5041769,N/A,N/A,N/A,N/A,3485239573
Unnamed Spot,restaurant,12.9320659,77.6182289,N/A,N/A,N/A,N/A,3490677257
Aastha Mess,restaurant,13.0218114,77.5586653,N/A,N/A,N/A,N/A,3493124417
Thanco's Natural Ice Cream,restaurant,13.027416,77.5610663,N/A,N/A,N/A,N/A,3493124418
Chocolate Lounge,cafe,12.9705433,77.642076,N/A,N/A,N/A,N/A,3496426170
Mast Kalandar,restaurant,12.9548274,77.6415855,N/A,N/A,N/A,N/A,3497321173
Ambur Biriyani,restaurant,12.9582235,77.6415281,N/A,N/A,N/A,N/A,3497378218
Chef Inn Regency,restaurant,12.95771,77.6416441,N/A,N/A,N/A,N/A,3497378219
Shabari Tea Stall,cafe,12.9580508,77.641507,N/A,N/A,N/A,N/A,3497378222
Sanjeevanam,restaurant,12.9254221,77.6194529,N/A,N/A,N/A,N/A,3507444982
Juice Maker,cafe,12.9417768,77.6215095,"Koramangala 8th Block, Nanjappa Reddy Layout,, Koramangala, 560095",N/A,N/A,N/A,3510015824
Dyu Art Cafe,cafe,12.9371896,77.6176798,"KHB Colony, Next To Mangala Kalyana Mantapa 5th Block Adugodi Road, Koramangala 8th Block, Koramangala, 560030",N/A,N/A,N/A,3510047245
Juicy,cafe,12.9360891,77.6159498,"80 Feet Road, 5th Block, Koramangala, 560095",N/A,N/A,N/A,3510053759
Momoz,restaurant,12.9359584,77.6162475,"5th Block, 80 Feet Road, Koramangala, 560095",+91 80 41739353,N/A,N/A,3510063809
Chai Point,cafe,12.9346905,77.6159203,"Koramangala 5th Block, Koramangala, 560095",N/A,N/A,N/A,3510063810
California Pizza Kitchen,restaurant,12.9344396,77.6160195,"1A Cross Road, Koramangala Industrial Layout, Koramangala, Koramangala, 560095",N/A,N/A,N/A,3510063811
Sharekhan Restaurant,restaurant,12.9187187,77.6491667,N/A,N/A,N/A,N/A,3510874140
Magic Inn,hotel,12.9786795,77.6955571,N/A,N/A,N/A,N/A,3512337726
Tea Coffee,cafe,12.8996006,77.4958799,N/A,N/A,N/A,N/A,3512417933
Sathkar Cafe,cafe,12.9589736,77.6628578,N/A,N/A,N/A,N/A,3513207640
Indiradarshini,cafe,13.0036378,77.6166655,N/A,N/A,N/A,N/A,3526180140
Meghana Foods,restaurant,12.9496216,77.6997317,N/A,N/A,N/A,N/A,3540823601
Mast Kalandar,restaurant,12.9255448,77.6762576,N/A,N/A,N/A,N/A,3540944743
Cafe Coffee Day,cafe,13.0334985,77.5309521,N/A,N/A,N/A,N/A,3541170091
PSR Andhra Style Restaurant,restaurant,13.0374407,77.5225394,N/A,N/A,N/A,N/A,3541202412
Barbeque Nation,restaurant,12.9481695,77.6986773,N/A,N/A,N/A,N/A,3541605986
Hotel Scarlet,hotel,12.9497498,77.6991506,N/A,N/A,N/A,N/A,3541633254
Anjappar,restaurant,12.9506209,77.6999061,N/A,N/A,N/A,N/A,3541742496
Spice World,restaurant,12.9504495,77.6999604,N/A,N/A,N/A,N/A,3541742497
Jimi's,restaurant,12.9504952,77.699942,N/A,N/A,N/A,N/A,3541742498
Barkaas Indo Arabic Restaurant,restaurant,12.9512065,77.6994054,N/A,N/A,N/A,N/A,3541784356
Beige,pub,12.9528725,77.6995276,N/A,N/A,N/A,N/A,3541798346
Wareabouts Grill & Lounge,restaurant,12.9517332,77.6994362,N/A,N/A,N/A,N/A,3541798348
Tandoori Junction,restaurant,12.9517821,77.7001004,N/A,N/A,N/A,N/A,3541874777
Bhagini Palace,pub,12.9517442,77.700091,N/A,N/A,N/A,N/A,3541874778
Nanda's,restaurant,12.9515881,77.7000708,N/A,N/A,N/A,N/A,3541884418
The Grand Adigas Residency,hotel,12.9296589,77.6851578,N/A,N/A,N/A,N/A,3545949795
Unnamed Spot,cafe,12.9629426,77.5875693,3rd Cross Road,N/A,N/A,N/A,3546180333
Bhavani Tiffin Center,restaurant,12.9862102,77.5741379,N/A,N/A,N/A,N/A,3549831014
Chung Wah,restaurant,13.0279983,77.5726967,N/A,N/A,N/A,N/A,3555811424
Sree Manjunatha Coffee Bar,cafe,12.9824022,77.6376847,N/A,N/A,N/A,N/A,3556046875
Ambur Biriyani,restaurant,12.9822182,77.6385728,N/A,N/A,N/A,N/A,3556124473
Juicea- Fresh juice and ice creams,cafe,12.9822235,77.6390347,N/A,N/A,N/A,N/A,3556124476
Al Zaid,restaurant,12.9822569,77.6393124,N/A,N/A,N/A,N/A,3556341351
Le Cremosa,cafe,12.9800955,77.6398191,N/A,N/A,N/A,N/A,3556379076
NIAS Main Eating Point,restaurant,13.0289716,77.5633966,N/A,N/A,N/A,N/A,3571019993
Cafe Coffee Day,cafe,13.0207677,77.5929009,N/A,N/A,N/A,N/A,3591576155
Mango Hotels,hotel,12.9344183,77.626046,"8th Main, 4th Block, Koramangala, Bengaluru, 560034",+918060009696,N/A,N/A,3611815582
City Centre Residency,hotel,12.979241,77.637434,N/A,N/A,N/A,N/A,3618097094
Xtreme Sports Bar,pub,12.911144,77.6761815,N/A,N/A,N/A,N/A,3632677622
Pizza Hut,restaurant,13.0993015,77.5892631,N/A,N/A,N/A,N/A,3642638916
Beijing Bites,restaurant,13.0993909,77.589218,N/A,N/A,N/A,N/A,3642638917
Mast Kalandar,restaurant,13.0994241,77.5891823,N/A,N/A,N/A,N/A,3642638918
St. Martha's Canteen,restaurant,12.9701247,77.5866611,N/A,N/A,N/A,N/A,3652359334
KGID Canteen,restaurant,12.981906,77.5956848,"Raj Bhavan Road, Bangalore, 560001",N/A,N/A,N/A,3654142906
The Marigold - Fine Dine,restaurant,12.9698283,77.735625,N/A,N/A,N/A,N/A,3654380563
Fruit Face,cafe,12.9811573,77.6366177,"13th Cross Road, Bangalore, 560038",N/A,http://fruitface.in/,N/A,3665564554
Reva canteen,restaurant,13.1174066,77.6346379,N/A,N/A,N/A,N/A,3666713431
Unnamed Spot,restaurant,13.117397,77.6344822,N/A,N/A,N/A,N/A,3666723643
Gangothri Bar,bar,12.919533,77.6128458,N/A,N/A,N/A,N/A,3671375187
Freedom Cafe,cafe,13.0302272,77.5627649,"MSRIT Road, Bangalore","080-41145266, 9900362266, 9900372266",N/A,N/A,3677324087
Twillight Tandoor Resto,restaurant,12.9313955,77.5179594,N/A,N/A,N/A,N/A,3690755778
Udupi Grand,restaurant,13.0992523,77.5773423,"Mother Dairy Cross, Yelahanka New Town, Bangalore",N/A,N/A,N/A,3690985200
Salem Kitchen,restaurant,12.9645529,77.717708,N/A,N/A,N/A,N/A,3698416139
Agarwal Bhavan,restaurant,12.9647848,77.7174502,N/A,N/A,N/A,N/A,3698417092
Seashell Savoury,restaurant,12.9311314,77.6007942,N/A,N/A,N/A,N/A,3702210813
Chicken County,restaurant,12.9307235,77.6004442,N/A,N/A,N/A,N/A,3702268573
Sahana hotel,hotel,12.9474456,77.5987375,N/A,N/A,N/A,N/A,3710165701
University Cafeteria,cafe,12.9433024,77.5055822,"University Road, Bengaluru, 560060",N/A,N/A,N/A,3713450648
Akshaya Deluxe,restaurant,13.0374079,77.5654203,N/A,N/A,N/A,N/A,3719529455
Anjappar Chettinad Restaurant,restaurant,12.9755345,77.6413688,100 Feet Road,N/A,N/A,N/A,3725679610
Creme & Crust,restaurant,12.9749878,77.6412398,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3725684688
Peacock Fine Dining,restaurant,12.9750628,77.6412415,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3725687613
H3O,pub,12.9620032,77.6419066,100 Feet Road,N/A,N/A,N/A,3725710401
Nandhana Hometel,hotel,12.962198,77.6419389,N/A,N/A,N/A,N/A,3725710405
Ginger Tiger,bar,12.9690747,77.6410288,N/A,N/A,N/A,N/A,3725719339
Hungry Walker,restaurant,12.9695996,77.641102,N/A,N/A,N/A,N/A,3725719348
Vapour,pub,12.9694282,77.6411133,"100 Feet Road, Bangalore, 560038",+91 80 4942 2313,https://vapour.in/,N/A,3725719353
Xtream Sports Bar,bar,12.9708975,77.6410544,100 Feet Road,N/A,N/A,N/A,3725719355
Little Italy,restaurant,12.9773951,77.6406976,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3725719377
Rajdhani,restaurant,12.963873,77.6418506,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3725752594
The Rock,restaurant,12.963753,77.6419024,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3725752595
pakwan,restaurant,12.9742661,77.6409041,N/A,N/A,N/A,N/A,3725814429
Kota Kachori,restaurant,12.9740974,77.640751,N/A,N/A,N/A,N/A,3725814432
Sri Udupi Park,restaurant,12.9736716,77.6409138,100 Feet Road( S K Karim Khan Road),N/A,N/A,N/A,3725850699
LOFT 38,pub,12.9714296,77.6410321,100 Feet Road( S K Karim Khan Road),N/A,N/A,N/A,3725882446
Thai Refresh,restaurant,12.9706146,77.6415013,100 Feet Road(S K Karim Khan Road),N/A,N/A,N/A,3726036589
The Biriyani World,restaurant,12.9694583,77.6415886,100 Feet Road,N/A,N/A,N/A,3726039620
Chai Gali,cafe,12.981682,77.6394877,N/A,N/A,N/A,N/A,3726120743
Brahmin's Tatte Idli,cafe,12.9801908,77.6372443,N/A,N/A,N/A,N/A,3726145522
Aquila Bar,pub,12.9651581,77.6412777,N/A,N/A,N/A,N/A,3727147612
Barbeque Factory,restaurant,12.9641752,77.6413104,N/A,N/A,N/A,N/A,3727147613
Bloom Hotel,hotel,12.9667391,77.641224,N/A,N/A,N/A,N/A,3727147614
21st Amendment,pub,12.96597,77.6412101,N/A,N/A,N/A,N/A,3727147615
News Cafe,cafe,12.9659502,77.6412101,N/A,N/A,N/A,N/A,3727147623
Watson's,pub,12.9673327,77.6411618,N/A,N/A,N/A,N/A,3727148127
Smoke House Deli,restaurant,12.9656588,77.6412508,Bangalore,N/A,N/A,N/A,3727148131
Kumbakonam Traditional Coffee,cafe,12.9739292,77.6232945,N/A,N/A,N/A,N/A,3730961535
Atithis,restaurant,13.0017604,77.5783235,N/A,N/A,N/A,N/A,3742215657
Swaad,restaurant,12.9696235,77.654847,N/A,N/A,N/A,N/A,3742854806
Beijing Bites,restaurant,12.9185551,77.6704667,Bengaluru,080 40932488,https://beijingbites.com,N/A,3760065158
Cafe Coffee Day,cafe,12.9754589,77.6067378,N/A,N/A,N/A,N/A,3760236416
Bheema's,restaurant,12.9751858,77.6035875,N/A,N/A,N/A,N/A,3760247146
Mainland China,restaurant,12.9752374,77.6034215,N/A,N/A,N/A,N/A,3760251186
Oh! Calcutta,restaurant,12.975223,77.6035195,N/A,N/A,N/A,N/A,3760253378
Hoppipola,pub,12.9751841,77.6034702,"Church Street, 560001",N/A,N/A,N/A,3760253379
Hooked,restaurant,12.9755584,77.6031289,N/A,N/A,N/A,N/A,3760572439
Matsya,restaurant,12.9755444,77.6031965,N/A,N/A,N/A,N/A,3760572440
Bundle Company,restaurant,12.9756151,77.6029253,N/A,N/A,N/A,N/A,3760580545
Lais Bar & Restaurant,pub,12.9758164,77.6021776,N/A,N/A,N/A,N/A,3760621807
Sri Lakshmi Comforts,hotel,12.9759033,77.6022279,N/A,N/A,N/A,N/A,3760637874
Karavalli,restaurant,12.9720694,77.6089097,"Residency Road, Bengaluru, 560025",+91- 9620162387,N/A,N/A,3761073062
Udupi Park,restaurant,12.9728503,77.6091975,N/A,N/A,N/A,N/A,3761073063
Nagarjuna,restaurant,12.97323,77.609195,Residency Road,25592233,N/A,N/A,3761074634
Down Town Pub,pub,12.9729508,77.6085761,N/A,N/A,N/A,N/A,3761085750
The Grill House,restaurant,12.9749935,77.6199471,Bhaskaran Road,N/A,N/A,N/A,3761230359
Zaitoon,restaurant,12.9597633,77.6470458,Old Airport Road,N/A,N/A,N/A,3761239273
Cheeni Kum,restaurant,12.9600581,77.6451404,Old Airport Road,N/A,N/A,N/A,3761373132
Chai Point,cafe,12.9600755,77.6448826,N/A,N/A,N/A,N/A,3761385393
Desi Bytes,restaurant,12.9601577,77.6443247,Old Airport Road,N/A,N/A,N/A,3761406785
Golden Plate Restaurant,restaurant,12.9592065,77.6530201,N/A,N/A,N/A,N/A,3761429336
Cafe Coffee Day,cafe,12.9592219,77.6550084,N/A,N/A,N/A,N/A,3761463626
Samruddhi,restaurant,12.9592402,77.6547402,N/A,N/A,N/A,N/A,3761466913
Mandarin Hoysala Delux,bar,12.9588944,77.6598889,N/A,N/A,N/A,N/A,3761493875
Chez Nous,bar,12.9300073,77.6831267,N/A,N/A,N/A,N/A,3778335490
Blue Terrain,restaurant,12.9300348,77.6834526,N/A,N/A,N/A,N/A,3778335491
The Square,restaurant,12.9301328,77.6833467,N/A,N/A,N/A,N/A,3778335492
The Hub,bar,12.9298844,77.683466,N/A,N/A,N/A,N/A,3778335493
Courtyard,hotel,12.9282162,77.6825344,N/A,N/A,N/A,N/A,3778444769
Fairfield,hotel,12.9278298,77.68268,N/A,N/A,N/A,N/A,3778444770
Punjabi Bites,restaurant,12.954539,77.6526273,N/A,N/A,N/A,N/A,3780780966
Adyar Ananda Bhavan,restaurant,12.997771,77.571072,"6th Cross Road, Bengaluru, 560003",918041280909,https://aabsweets.com,N/A,3781792270
1522,bar,12.9342864,77.6301111,N/A,N/A,N/A,N/A,3782893189
Clubhouse,restaurant,12.9594395,77.6436156,N/A,N/A,N/A,N/A,3783556814
Chai Point,cafe,12.9731918,77.6167348,N/A,N/A,N/A,N/A,3785884026
Caesars,restaurant,12.9733842,77.6163899,N/A,N/A,N/A,N/A,3785906627
Sri Krishna Nandagokula Veg,restaurant,12.9365363,77.5167879,N/A,N/A,N/A,N/A,3799002966
Shanti Sagar,restaurant,12.9735894,77.5783998,N/A,N/A,N/A,N/A,3800281856
Ichin Restaurant,restaurant,12.937762,77.6271125,N/A,N/A,N/A,N/A,3801706348
Satis Tiffins,restaurant,12.9557359,77.6918384,N/A,N/A,N/A,N/A,3803102820
Bhagini Deluxe Lodge,hotel,12.9571314,77.701877,N/A,N/A,N/A,N/A,3803200446
Bhagini Deluxe,restaurant,12.9571303,77.701865,N/A,N/A,N/A,N/A,3803200447
Vaikuntam,restaurant,12.9571332,77.7018887,N/A,N/A,N/A,N/A,3803201072
Shakespeare's Pub,pub,12.9577457,77.7009447,N/A,N/A,N/A,N/A,3803761227
Kadambini,pub,12.9571564,77.7018603,N/A,N/A,N/A,N/A,3803777261
Raju's Royal,restaurant,12.9595599,77.6559904,N/A,N/A,N/A,N/A,3804507829
Udupi Vaibhava,restaurant,12.9572917,77.7009166,N/A,N/A,N/A,N/A,3805138252
Delhi Biriyani,restaurant,12.9343194,77.6895154,N/A,N/A,N/A,N/A,3806232205
Sri Manjunatha Condiments,cafe,12.9876025,77.5736105,N/A,N/A,N/A,N/A,3806281887
Shri Sarathi Restaurant and Bar,pub,12.9591054,77.6612287,N/A,N/A,N/A,N/A,3806451154
Chung Wah,restaurant,12.9740669,77.6092489,N/A,N/A,N/A,N/A,3808163238
Narthaki,pub,12.9733555,77.6093639,N/A,N/A,N/A,N/A,3808171448
Donne Biryani House,restaurant,12.9732979,77.6093585,N/A,N/A,N/A,N/A,3808171450
Chiah Hok,restaurant,12.8917806,77.5792737,N/A,N/A,N/A,N/A,3812492578
Baywatch,pub,12.9721037,77.6078626,N/A,N/A,N/A,N/A,3815215351
Empire,restaurant,12.9672647,77.6090629,N/A,N/A,N/A,N/A,3819250513
Tandoor,restaurant,12.9736722,77.6131796,N/A,N/A,N/A,N/A,3820249094
New Life Kerala Mess,restaurant,12.9726449,77.6382683,N/A,N/A,N/A,N/A,3837000083
Coastal Delight,restaurant,12.9783646,77.6362045,N/A,N/A,N/A,N/A,3837000084
Raaga,restaurant,12.9781459,77.6364882,Chinmaya Mission Hospital Road,N/A,N/A,N/A,3837000889
The Grill House,restaurant,12.9723182,77.6370479,N/A,N/A,N/A,N/A,3837007682
Wanley Restaurant,restaurant,12.9792707,77.6426443,Sri Krishna Temple Road,N/A,N/A,N/A,3837015994
Viceroy's Sarathi,restaurant,12.9792825,77.6425169,Sri Krishna Temple Road,N/A,N/A,N/A,3837026832
Sharon Tea Stall,cafe,12.9731666,77.6470466,Thippasandra Main Road,N/A,https://sharonteastall.com/,N/A,3837219271
Soo Ra Sang Korean Cuisine,restaurant,12.9656704,77.6492943,N/A,N/A,N/A,N/A,3837270531
Unnamed Spot,restaurant,13.066893,77.5028392,N/A,N/A,N/A,N/A,3838936857
Chung's Pavillion,restaurant,12.9663676,77.6372366,Indiranagar Double Road,N/A,N/A,N/A,3839535784
Green Pepper,restaurant,12.9688091,77.6489013,Jeevan Bhima Nagar 10th Main Road,N/A,N/A,N/A,3841346586
Santé Spa Cuisine,restaurant,12.963907,77.6386951,2nd Cross Road,N/A,N/A,N/A,3842746873
Paparazzi,restaurant,12.9748952,77.6153654,N/A,N/A,N/A,N/A,3846368540
Pinxx,cafe,12.9748429,77.6153686,N/A,N/A,N/A,N/A,3846368541
Siri's Camille's Ice Cream Bar,cafe,12.9702195,77.6476869,80 Feet Road(Sir C.V. Raman Hospital Road),N/A,N/A,N/A,3851555733
Upar Hotels,hotel,12.9705826,77.6458859,12th Main Road,N/A,N/A,N/A,3851862908
Theobroma,cafe,12.9702094,77.6440181,12th Main Road,N/A,https://theobroma.in/,N/A,3851937460
Cafe Coffee Day,cafe,12.9736889,77.6112977,N/A,N/A,N/A,N/A,3862580459
Sri Lakshmi Foods Court,restaurant,13.071623,77.5117792,N/A,N/A,N/A,N/A,3868532354
R. P. Kamat's,restaurant,12.9759239,77.5749981,N/A,N/A,N/A,N/A,3872737461
Sukh Sagar,restaurant,12.9766765,77.5777178,N/A,N/A,N/A,N/A,3872737462
Shree Yummy's Palace,restaurant,13.0076007,77.5710725,Sampige Road,N/A,N/A,N/A,3885873103
Arirang Korean Restaurant,restaurant,13.0195687,77.6371797,N/A,N/A,N/A,N/A,3918664256
Khan Saheb Grills and Rolls,restaurant,12.9826791,77.61051,N/A,N/A,N/A,N/A,3937649657
Bhagini Residency,hotel,12.9861681,77.7449117,N/A,N/A,N/A,N/A,3956130954
Iris Business Hotel,hotel,12.9707119,77.6072217,N/A,N/A,N/A,N/A,3959946664
Hotel Dil Coorg,restaurant,12.9779131,77.6328957,17th E Cross,N/A,N/A,N/A,3961375648
Al Bek,restaurant,12.9942736,77.5715823,Sampige Road,08023461077,N/A,N/A,3971246020
Annapoorneshwari Restaurant,restaurant,12.9578247,77.6551191,N/A,N/A,N/A,N/A,3993281428
Little Orissa,restaurant,12.9622425,77.6448007,N/A,N/A,N/A,N/A,4005181106
Shristi Sagar,restaurant,13.0076756,77.5640516,"8th Main Road, Bangalore, 560055",N/A,N/A,N/A,4008859835
Chandana Bakery,cafe,12.9832756,77.7682509,N/A,N/A,N/A,N/A,4023090618
Sri Krishna Sagar,restaurant,12.9852789,77.5434809,N/A,N/A,N/A,N/A,4035007844
SodaBottleOpenerWala,restaurant,12.9706578,77.5975349,"Lavelle Road, Bangalore, 560001",N/A,N/A,N/A,4038158089
Lazy Suzy,cafe,12.9708508,77.6474894,"80 Feet Road, Indiranagar, Bangalore, 560075",N/A,N/A,N/A,4038176379
Unnamed Spot,restaurant,12.9525488,77.7058831,N/A,N/A,N/A,N/A,4040026810
manju wines,bar,12.9688824,77.7547837,N/A,N/A,N/A,N/A,4040044237
Dasaprakash,restaurant,12.9765168,77.6029754,N/A,N/A,N/A,N/A,4044195456
Onestà,restaurant,12.9787278,77.6435358,"Chinmaya Mission Hospital Road, Bengaluru, 560038",+918049653087,http://www.onesta-onesta.com/,N/A,4059440074
Sri Krishna Sagar,restaurant,12.9930498,77.663735,"Naganarapalaya Main Road, Bangalore, 560093",N/A,N/A,N/A,4066841503
Priyadarshini Grand,restaurant,12.9902817,77.5378602,N/A,N/A,N/A,N/A,4087675581
