Name,Category,Latitude,Longitude,Address,Phone,Website,Email,OSM_ID
Jetking Computer Hardware and Networking,school,12.9781581,77.7250546,,,,,1093355147
Green Country Public School,school,13.0592352,77.5939566,Bellary Road,,,,1097927623
Gandhi Nagar High School,school,12.9910826,77.5789046,,,,,1101617173
The New Cambridge High School,school,12.9655564,77.5417627,,,,,1108003748
Unnamed Location,school,12.979677,77.748098,Holy Cross School & College,,,,1126186796
Ubhaya Vedanta Pravarthana Sabha,school,13.0008128,77.5701799,,,,,1176722324
BGS Public School,school,12.9022641,77.4974982,,,,,1228960967
Nirmala Rani High School,school,13.0092904,77.5614979,,,,,1290107608
Prarthana School,school,12.9119447,77.5581363,,,,,1331946766
Gubbalala School,school,12.8886669,77.5411424,,,,,1331959282
Insight Academy,school,12.8929689,77.5596739,,,,,1334443053
Unnamed Location,school,13.0365701,77.6064886,,,,,1370783363
Global Chess Academy India,school,12.962267,77.530001,,+919845872499,,,1445333653
HMT Kinder Garden School,school,13.0474055,77.5445463,,,,,1462246347
Mallige School Of Nursing,school,13.0478654,77.5442244,,,,,1462246349
St. Claret PU College,school,13.0441027,77.5439669,,,,,1462247631
Saint Claret School,school,13.043392,77.5451578,,,,,1462248328
Mount Senora School,school,13.0055371,77.5254587,,,,,1463492236
Bangalore Blaze Girls High School,school,12.9582352,77.517911,,,,,1463510108
Vice Chancellor's Lodge,school,12.9377048,77.50855,,,,,1463525671
Swargarani,school,12.9125086,77.5271968,,,,,1463584104
Quality Nursing Institute,school,12.9081687,77.5373087,,,,,1463586819
Government School,school,12.9056118,77.5434456,,,,,1463591334
Poorna Prajna Education Center,school,13.0990532,77.5812916,,,,,1463617663
Unnamed Location,school,12.9170955,77.5905046,,,,,1463771564
Air Force School,school,13.0721308,77.5492982,,,,,1463790590
Bethany High School Koramangala,school,12.9404971,77.6207624,,,,,1464792933
SSM Public School,school,12.9328395,77.5638317,560085,,,,1465007911
Kamala Nehru Patashala (Emmanual English School),school,12.9339482,77.5664867,,,,,1467778589
Chaitnya nursing School,school,13.0995417,77.5861639,,,,,1467969799
Fathima's Girls High School,school,12.9968818,77.6109656,,,,,1469190367
Santosh Institute of Nursing & Research,school,12.9916626,77.6024335,,,,,1469249201
St. Francis Xavier's High School,school,12.9933042,77.6131994,,,,,1469266907
St. Joseph's Convent Girls High School,school,12.992426,77.6135802,,,,,1469266908
Holy Angel's High School,school,12.9938162,77.6144766,,,,,1469267174
RTC Girls High School,school,12.9926871,77.6141548,,,,,1469267177
Kripanidhi Cambridge Public School,school,12.9246365,77.6384508,,,,,1469643995
St Francis ICSE school,school,12.8889212,77.6252612,,,,,1469644048
Sri Kumaran Children's Home,school,12.9333166,77.5726226,,,,,1470553312
SSM Primary School,school,12.9356689,77.5699296,,,,,1470553332
Kumaran Children's High School,school,12.9329402,77.5717482,,,,,1470553357
Sharada School,school,13.0583621,77.5982875,,,,,1472121766
Little Lilly's English School,school,13.0092391,77.5478152,,,,,1472808787
Sri Vani Education Society,school,13.0037708,77.5547591,,,,,1472858834
Government Primary School Yelenahalli,school,12.867378,77.6162668,,,,,1472934583
Holy Child Convent School,school,12.9373897,77.56002,,,,,1472981138
Niveditha school,school,12.9453673,77.5672085,,,,,1473896401
SSVM GP Branch,school,12.9444263,77.5651593,,,,,1473897177
BASE,school,12.9455787,77.5679644,,,,,1473921785
Unnamed Location,school,13.0004716,77.5346306,,,,,1473930474
Gautham College of Nursing,school,13.001119,77.5411129,,,,,1474058074
Anupama English School,school,13.0000789,77.5409358,,,,,1474058087
Vasavi Polytechnic College,school,12.9737683,77.5442442,,,,,1474827899
RNS Vidyaniketan School,school,12.9619713,77.5327333,,,,,1474854776
KVV High School,school,12.9646688,77.5330893,,,,,1474854792
Indo-German School,school,13.0042548,77.6580406,,,,,1474872713
Ankur Nursery School,school,12.9719967,77.6278036,"Ankur Nursery School, Udani Layout, Cambridge Road, 560008",,,,1543969345
St. Johns High School,school,12.9655182,77.541311,,,,,1568765286
Bharat Seva Dal,school,12.9873383,77.5805314,,,,,1614268180
Shiksha Sagar High School,school,13.0323102,77.5807282,,,,,1619884915
JSS Composite PU College,school,12.9220691,77.5755122,Kanakapura Road,,,,1620352034
Bangalore Educational Society,school,12.9269543,77.5885571,,,,,1657121854
Bangalore High School(BHS),school,12.9282849,77.5868566,,,,,1657124482
Sree Rama Vidyalaya,school,12.938312,77.5843066,"9th Main, 560011",,,,1719371357
Narayana PU College,school,13.0128343,77.6673677,,,,,1724997151
Patel Public School,school,13.0143184,77.6423518,,,,,1742670069
Government Model Middle School,school,12.9818777,77.7683812,,,,,1759857708
Jain Animation School,school,12.9179899,77.5920869,,,,,1761876546
Kuvempu Smaraka Vidya Kendra School,school,12.9678471,77.7543636,,,,,1769130814
Unnamed Location,school,12.9598806,77.5640252,,,,,1789727639
BBUL Jain Vidyalaya,school,12.9540088,77.5724909,,,,,1791576981
Gnanabodhini English Pre-Primary School,school,12.9263122,77.4945152,,,,,1794110629
Unnamed Location,school,13.0034513,77.5042307,,,,,1794166354
Sahakari Vidya Kendra,school,12.9184077,77.5591112,,,,,1814593842
Government School Munekolala,school,12.9519912,77.706771,,,,,1848054126
Jnanadeepika School,school,13.0828092,77.5880986,,,,,1868767189
Capitol Public School,school,12.8880679,77.5810131,,,,,1877209119
Hennur Government School,school,13.0347257,77.6344642,,,,,1884945635
Indus Early Learning Centre,school,12.9746587,77.74526,,,,,1990864085
St Aloysius Pre Unniversity College,school,12.994291,77.6196026,,,,,2003935536
Cambridge School Kothanur,school,12.886025,77.5856544,,,,,2012546405
East West Institue of Technology,school,12.9759458,77.4832366,,,,,2026103149
St. Joseph's Indian Composite PU College,school,12.9689388,77.5950441,,,,,2079415303
Prarthana School,school,12.9146638,77.559228,,,,,2123565317
Bangalore Scottish School,school,12.8803576,77.5796579,"7th Main Road, 560078",9513731352,https://www.orchidsinternationalschool.com/bangalore-branches/jp-nagar/,communications.oisjp@orchids.edu.in,2173392419
Srinidhi Public School,school,12.8828036,77.5704042,,,,,2181320618
Jnana Deepthi English Primary and High School,school,12.9438068,77.542,"Near BDA PArk, 6th Main Road, Bangalore, 560085",,,,2234361363
BSVP School,school,12.9731634,77.5410962,,,,,2245734445
St Ann's School,school,12.9800113,77.5566101,,,,,2249055949
St Mira's School,school,12.9776695,77.5553656,,,,,2249058820
New Baldwins School,school,13.0141643,77.6575124,,,,,2272446785
Vinayaka Vidya Samsthe,school,12.9369041,77.5577545,"Vinayaka Vidya Samsthe, 1st Main Road, Srinivasa Nagar, Bangalore, 560050",,,,2332679567
Little Lilly's chool,school,13.0763182,77.5569872,,,,,2335452268
Government School,school,12.9812737,77.7333977,,,,,2411618321
Mother Mary English School,school,13.0054674,77.6482717,,,,,2473242531
Unnamed Location,school,13.0053531,77.7550286,,,,,2474969412
Pinewood High School,school,12.9751013,77.5311252,"Next to Shobha Hospital, Vijayanagar, Nagarabhavi Road, Bangalore, 560040",,,,2480884735
Cordial High School,school,12.9754931,77.5324927,"Vijayanagar, 11th Cross, Bangalore, 560040",,,,2480884762
New Baldwin School,school,12.9322822,77.5981308,"Bengaluru, 560041",,,,2523956870
Government School,school,12.9669946,77.591066,,,,,2577218151
Soundarya Institute of Management,school,13.0706671,77.4939828,,,,,2641946757
UAS School,school,13.0292523,77.5829489,,,,,2665993754
Ekya School,school,12.9076665,77.596728,,,,,2677285854
Sri Ram Driving School,school,12.9003488,77.6271298,,,,,2720498307
Aradhana Academy,school,12.8847019,77.5917498,,,,,2855634916
New Arvind Memorial School,school,12.8947594,77.6150069,,,,,2892761118
St Teresa Hps Begur,school,12.8730251,77.6260135,Begur,,,,2907073150
St Teresa Hs,school,12.8737507,77.6259345,,,,,2907073152
Udaya School,school,12.9700741,77.5361839,,,,,2975331590
Carmel School Ground,school,12.9242219,77.518945,,,,,2996236148
St. Marks School,school,12.9145163,77.5987874,,,,,3016090370
Rajarajeshwari School,school,13.0610953,77.5540677,,,,,3017485739
KKN coaching classes,school,12.9387638,77.5511668,,,,,3057166709
Unnamed Location,school,12.9596512,77.7026729,,,,,3205834304
Good To Excellence,school,12.9167733,77.6110998,,,,,3264822806
IBS business school,school,12.8982,77.4640772,,,,,3280224386
Casa de Bambeino Montessori,school,12.9780057,77.6431739,,,,,3370094147
DQ Labs,school,12.9737451,77.6415863,,,,,3370167135
CNK Reddy College of Business Management.,school,12.9770253,77.6362533,Indiranagar Double Road (Paramahansa Yogananda road),,,,3370279041
The Oxford Secondary School,school,12.9098297,77.5811845,,,,,3377391054
The Oxford English School,school,12.9095133,77.5812489,,,,,3393457972
The Oxford Senior Secondary School,school,12.9098297,77.5812542,,,,,3393457974
The Oxford Primary School,school,12.9100822,77.5815125,,,,,3393478954
Kannada Government School,school,12.9949932,77.6635028,,,,,3451676381
Bangalore Montessori High School,school,12.9561948,77.6376138,,,,,3453556782
K.R.L.S. Patel Rama Reddy English High School,school,12.9552332,77.6374003,,,,,3453556790
Eye Level Learning Center,school,12.9419581,77.6227858,,,,,3463769188
Nammura Government Model Primary School,school,13.0353468,77.5263173,,,,,3541202424
BET Convent,school,12.9209531,77.5213014,,,,,3546831488
Info Era - Software training institute,school,12.9801741,77.6372856,,,,,3556214255
Srs English Nursery School,school,12.9482223,77.5990903,,,,,4062014291
Rose of Sharon Nursery School,school,12.9790633,77.6439187,,,,,4101616565
Rakum school for blind,school,12.9792948,77.6433912,,,,,4101957726
Government School,school,12.9615699,77.5804526,,,,,4130960995
Government Primary School,school,12.9814182,77.6659562,,,,,4171468392
Godwin English School,school,12.9665259,77.5670902,,,,,4194065600
Little Aryans,school,12.8819897,77.5825547,"2nd Main Road, 560078",,,,4279512889
Reliance,school,12.9581905,77.6169398,,,,,4292885994
M S Ramaiah University of Applied Sciences,school,13.0184747,77.5091024,"3rd main road, 560058",+918045366666,https://www.msruas.ac.in/,uas@msruas.ac.in,4307201089
GHPS Yellukunte,school,12.9056484,77.6414765,,,,,4377743080
Marian Kids,school,13.026938,77.6041637,,,,,4386500114
"Mona Nursery, Primary and High School",school,13.0276254,77.6043712,,,,,4386500119
Vagdevi Vilas super school,school,12.9458064,77.710759,,,,,4417326240
Government Higher Primary School Devarabisanahalli,school,12.9236532,77.6914948,"Panathur, Chandana, Devarabisanahalli, Bellandur,, Bengaluru, 560103",,,,4443782275
Greenvalley high school,school,12.8920481,77.5719005,"Jakkana Kuppe Village, bengaluru, 571438",,,,4444314218
Hani Foundation Montessori,school,12.8867987,77.5675026,"Konanakunte-Uttarahalli Road, 560062",,,,4445144989
Sri Chaitanya Techno School,school,12.913853,77.5426932,"Banashankari 3rd Stage, Ramanjaneyanagar, Chikka Kalsandra, Arehalli, Uttarahalli Hobli, BANGALORE, 560061",,,,4445177902
Narayana e-Techno School,school,12.8963221,77.5784799,"Near R N S Motors, GB Palya, Hosur Road, Near Bommanahalli Signal, Bommasandra Industrial Area, BANGALORE, 560068",+9170222 93935,narayanaetechnoschools.com,,4445183051
Chrysalis Kids,school,12.9640704,77.7495412,"Sita Lakshmi ITPL Rd, AECS Layout - A Block, AECS Layout, Brookefield, bangalore, 560037",+9189515 11406,https://chrysaliskids.com/,,4445697807
East West Academy,school,12.9834865,77.5515572,"Near Bhashyam Circle Beauty Spot Park, 63rd & 64th Cross, 5th Block, Rajajinagar, Bangalore, 560010",+91080 2315 7577,eastwestacademy.in,,4445860418
High School,school,12.9215701,77.6633011,"Agara Post, Sarjapur Main Rd, Iblur Village, Bellandur, Bengaluru, 560102",,,,4447006477
Government Higher Primary School,school,12.9369877,77.6875894,"Panathur, Chandana, Bengaluru karnataka",,,,4447105943
Traffic Police Station Kamakshipalya,school,12.9879713,77.5402233,"4th Main Rd, KHB Colony, Basaveshwar Nagar,, Banglore, 560079",,,,4447535055
"CMS Business School, Jain University",school,12.9030471,77.5851583,"17th Cross Road, 560 078",+91 80 4343 0400,http://www.bschool.cms.ac.in,bschool@cms.ac.in,4456223691
RMS International School,school,12.8922387,77.5655484,,,,,4456280292
NIIT,school,12.8915698,77.5652629,Kanakapura Road,,,,4456338990
Bright Way School,school,12.9053331,77.5533196,"12th main road , BHCS layout, 560061",,,,4463206796
Sri Ravishankar Vidya Mandir,school,12.9703809,77.6522753,,,,,4472371591
Government Primary School,school,12.9459897,77.6719357,,,,,4474702395
Prasad Vidya Mandir,school,12.9474274,77.6808752,,,,,4474824189
Prasad Vidya Mandir,school,12.9480263,77.6817564,,,,,4474836390
Indian High School,school,12.9938105,77.5458656,,,,,4477057221
Dr Ambedkar Nursery Primary & High School,school,12.9624108,77.6481803,,,,,4512052990
Mother Mary English School,school,12.9761276,77.652898,,,,,4512115990
St. Thomas Public School,school,12.9759235,77.6526652,,,,,4512140989
Prajawal Nursing school,school,12.9853579,77.4791733,"Magadi Road, 560091",,,,4516825791
Government school,school,12.984899,77.4812378,,,,,4541383689
Government Primary School,school,12.9741482,77.6513232,Rama Temple Road,,,,4602997690
Kumon Education Center,school,13.0042862,77.5488857,,,,,4607641672
Kingston school,school,13.0264736,77.599251,,,,,4697854891
ಶ್ರೀ ಕೃಷ್ಣ ಪಿ ಯು ಕಾಲೇಜು,school,12.9314007,77.5577461,560085,,,,4701113489
Government School,school,12.8763018,77.6030612,,,,,4702606094
Government School,school,12.8782079,77.6026104,,,,,4714399093
Lords School,school,12.8771444,77.6021148,,,,,4714437394
Cambridge School,school,12.9588237,77.5936181,,,,,4843100425
BKS,school,12.983464,77.6135965,,,,,4844863355
Purvankara academy of excellence,school,12.9749455,77.6197537,,,,,4846789824
Driving school for all types of cars,school,12.9479719,77.5937414,,,,,4849094830
Govt. Urdu English Medium High School,school,12.9447229,77.5945885,,,,,4849575711
St George High School,school,13.0311434,77.6691847,,,,,4851692297
Sunshine Childrens Home and School,school,13.0309806,77.6682208,,,,,4851692299
Unnamed Location,school,12.9290086,77.5894098,,,,,4859555724
Unnamed Location,school,13.006508,77.6452745,,,,,5080786067
Unnamed Location,school,13.0085915,77.64736,,,,,5080801905
Rays Academy For Learning,school,12.8938836,77.556381,,,,,5103929761
Footprints Preschool and Daycare,school,12.9795928,77.7506994,"Whitefield Main Road, 560066",9654999677,https://www.footprintseducation.in/,,5165419321
Kinder Castle,school,12.9771755,77.646499,,,,,5193916611
Dhurii,school,12.9690381,77.6483419,"Jeevan Bhima Nagar 10th Main Road, 560075",,,,5248946022
Kinto School,school,12.9629891,77.551268,,,,,5259390022
Kinto High School,school,12.9610936,77.5468666,,,,,5259390023
Jawahar School,school,12.9634851,77.5529474,,,,,5259394922
MediBase,school,12.9366134,77.5483683,,,,,5304601862
KKN coaching classes,school,12.9369584,77.5486218,,,,,5304601865
Raghav's Coaching Centre,school,12.9523571,77.5773644,,,,,5306751760
Janana Deepthi School,school,12.940807,77.5416769,,,,,5348591335
Holy Shepherd English High School,school,12.9790489,77.6390579,,,,,5738230321
Unnamed Location,school,12.9269166,77.5850456,"32 Cross Road, 560011",9945988820,http://www.etestzone.com,support@etestzone.com,5925868185
Tiny Angels English Primary School,school,12.8999597,77.5856543,,,,,6081211670
GHPS Anjanapura,school,12.8620102,77.5641166,,,,,6276405887
GHPS Agara,school,12.9237787,77.6501646,,,,,6346914856
GHPS Aralakunate,school,12.8982752,77.6515095,,,,,6346934417
GHPS Arakere,school,12.8841602,77.6017702,,,,,6346979892
Budda HPS BTM layout,school,12.9191035,77.6147674,,,,,6347011498
GHPS NS Palya,school,12.9087935,77.6045543,,,,,6347037472
Vidya Jyothi KHPS BTM Layout,school,12.9141446,77.6160973,,,,,6347042239
BET Mahadeshwar Nagar,school,12.9066742,77.6109339,,,,,6347046521
GKHPS Vivekangara,school,12.9552253,77.6210383,,,,,6347074655
GTELPS Vivekanagara,school,12.9551126,77.6210785,,,,,6347080518
GHPS Beratena Agrahara,school,12.8673681,77.6559799,,,,,6347228492
St Peter Ntm School Doresanipalya,school,12.8982373,77.5980542,,,,,6347237722
Gnanaprakasham KHPS Bilekalli,school,12.8992326,77.6033285,,,,,6347270755
GHPS Bilekalli,school,12.8998165,77.6083074,,,,,6347274963
GKHPS Bommanahalli,school,12.9064542,77.629646,,,,,6347299242
GUHPS Bommanahalli,school,12.9057047,77.6271138,,,,,6347309061
GHPS Venugopal Nagar,school,12.8722269,77.5995362,,,,,6348719364
GUHPS Subhash Nagar,school,12.8733,77.6392183,,,,,6348722007
GHPS Chunchaghatta,school,12.885891,77.5738805,,,,,6348741188
GUPHS Arblen,school,12.96555,77.6061116,,,,,6348761817
GHPS Doopanahalli,school,12.9673592,77.639208,,,,,6348764653
GHPS Devarachikkana Halli,school,12.8887812,77.6158231,,,,,6348775331
GHPS Gottigere,school,12.8590074,77.5890223,,,,,6348786153
GHPS Kembathhalli,school,12.8572549,77.576942,,,,,6348790816
GMPS Hongassandra,school,12.896159,77.6243027,,,,,6348821760
Svs HPS Hongasandra,school,12.8910839,77.627282,,,,,6348823186
GHPS (K) Jogupalya,school,12.9723069,77.6302852,,,,,6348823859
GUHPS Jogupalya,school,12.9706487,77.6311063,,,,,6348827978
Sri Ramakrishna HPS Ulsoor,school,12.9760932,77.6293447,,,,,6348833682
GMPS Marp Adugodi,school,12.9411408,77.6120178,,,,,6348845055
GUHPS Rajendranagar,school,12.9475264,77.6171647,,,,,6348847356
Koramangala K&T HPS,school,12.94766,77.6182798,,,,,6348868701
Long Memorial HPS,school,12.942581,77.6089966,,,,,6348871070
GMPS Koramangala,school,12.9436634,77.6189383,,,,,6348880655
Shivaganga HPS Koramangala,school,12.94917,77.6188547,,,,,6348899089
GHPS Kothanur,school,12.8764315,77.5786186,,,,,6348900704
GHPS Dairy Colony,school,12.9386863,77.6072286,,,,,6348906937
GHPS Lakkasandra,school,12.9438378,77.6000871,,,,,6348945618
GHPS Suddagunte Palya,school,12.9305952,77.6083105,,,,,6348945619
GMPS Munichinnappa Adugodi,school,12.9442879,77.6069753,,,,,6348958422
GUHPS Lakkasandra,school,12.9431126,77.5995158,,,,,6348971753
Chikanna Madevi HPS Venkatapur,school,12.9217806,77.6363478,,,,,6348976690
Government Model Public School Venkatapura,school,12.9207382,77.6338341,,,,,6348981034
GHPS Ksrp Koramangala,school,12.9243486,77.6325688,,,,,6348984684
Sri Sathyanarayana HPS Madival,school,12.9244734,77.6185744,,,,,6348996832
GUHPS  New Tavarekere,school,12.9199038,77.6087264,,,,,6348998895
GHPS Tavarekere,school,12.9218216,77.61023,,,,,6349000293
GHPS Eegipura,school,12.9447434,77.6296536,,,,,6349003902
GUHPS Madivala,school,12.9221808,77.619154,,,,,6349007390
Mahanagara Palike HPS Neelasandra,school,12.9547967,77.6116127,Neelasandra,,,,6349011311
GUHPS Neelasandra,school,12.9174015,77.6036834,Neelasandra,,,,6349012849
GHPS Parappana Agrahara Centra,school,12.8814541,77.6674463,,,,,6349022511
GHPS Ksrtc Shanthinagar,school,12.9539725,77.6004211,,,,,6349031908
Shanthi KHPS Vinayakanagar,school,12.9533162,77.6005694,,,,,6349040951
GKHPS Yalagondana Palya,school,12.9639537,77.6161707,,,,,6349045454
GKMPS Wilson Garden,school,12.9482206,77.5968593,,,,,6349052554
Government Urdu Higher Primary School,school,12.9296754,77.5965327,,,,,6349067615
St Michael LPS Shanthinagar,school,12.9555605,77.5978653,,,,,6349074612
Sadhguru Sai Baba HPS Roopena Bommanahalli,school,12.9103875,77.6249479,,,,,6349078203
GKHPS Yadiyuru,school,12.9308215,77.5756443,,,,,6349080102
NSVK Kannada School Jayanagar,school,12.9275465,77.5757852,,,,,6349082322
Vijaya HPS Jayanagar,school,12.9357317,77.57751,,,,,6349089553
Panchavati Vidyamandira Jayanagar,school,12.9274871,77.5888165,,,,,6349168143
GHPS Konanakunte,school,12.8873821,77.5688673,,,,,6349173947
GHPS Jambusavari Dinne,school,12.8655347,77.5815146,,,,,6349178484
Jnanajyothi HPS Nekarara Colony,school,12.8474735,77.5840074,,,,,6349188814
GMPS Nekarara Colony,school,12.8435532,77.5850056,,,,,6349192885
GHPS Kodichikkana Halli,school,12.9006028,77.6201862,,,,,6349202586
Maruthi KHPS Willson Garden,school,12.9492633,77.5974085,,,,,6349206826
Sahakari Vidyakendra AHPS Jayanagar,school,12.9180064,77.5978472,,,,,6349215701
GHPS Gurappana Palya,school,12.9188794,77.605562,,,,,6349222321
GHPS Puttayyana Palya,school,12.9197208,77.5940053,,,,,6349228135
GUHPS New Gurappana Palya,school,12.9242342,77.6041393,,,,,6349232637
GUMHPS Old Gurappana Palya,school,12.9224842,77.6058977,,,,,6349248890
Saint Anthony Higher Primary School,school,12.9264405,77.6000111,,,,,6349268338
Ganapathi Vidyamandir V V Puram,school,12.9523143,77.5817969,,,,,6349285856
GHPS Tilak Nagar,school,12.9314978,77.5995415,,,,,6349293094
Kumarans HPS Jayanagar,school,12.9179833,77.5903119,,,,,6349326162
GHPS Ibaloor,school,12.921317,77.6634399,,,,,6349331870
GHPS Byrasandra,school,12.933863,77.5910009,,,,,6349346578
GHPS(U) Byrasandra,school,12.9329465,77.5918045,,,,,6349356487
Tejaswini KHPS Yadiyur,school,12.9308366,77.5882379,,,,,6349390139
Adarsh KHPS,school,12.9306021,77.589132,,,,,6349412964
Shree Sangameshwara KHPS Byrasandra,school,12.9339884,77.5906546,,,,,6349430485
GUHPS V V Puram,school,12.9544133,77.5821593,,,,,6349451119
GHPS Lalbhag Siddapur,school,12.9458038,77.5884207,,,,,6349491619
GMPS Puttenhalli,school,12.8975384,77.582022,,,,,6349500173
Sangameshwara HPS Byrasandra,school,12.9116316,77.6023166,,,,,6349534102
Padmavathi HS Suddagunte Palya,school,12.9475906,77.6117497,,,,,6349544678
GUHPS Mangammana Palya,school,12.9042134,77.6350512,,,,,6349546960
St Miras HPS Ulsoor,school,12.9685408,77.6288761,,,,,6349556765
Kairaliketan HPS Jogupalya,school,12.9766881,77.6282174,,,,,6349564529
GHPS Appareddypalya,school,12.9741197,77.6374384,,,,,6349565035
St. Mary's Euphrasia School,school,12.9675192,77.603794,,,,,6349571364
GUMPS Tank Garden Arekempanahalli,school,12.9446007,77.594691,,,,,6349577893
GKHPS Hari Nagar,school,12.8772854,77.5701703,,,,,6349580757
GULPS Hari Nagar,school,12.8779168,77.5704224,,,,,6349585531
GMPS Hulimavu,school,12.8763234,77.6028969,,,,,6349589920
Francescon S G Palya,school,12.93132,77.6088007,,,,,6349591431
Sacred Heart Boys Primary School,school,12.9664376,77.6101244,,,,,6349597045
"Brilliant HPS HSR Layout, BBMP Agara",school,12.9177887,77.648656,,,,,6400226653
"GULPS Parangipalya, BBMP Agara",school,12.9097245,77.650152,,,,,6400279714
"Mount Carmel EHPS HSR Layout, BBMP Agara",school,12.9137798,77.6484692,,,,,6400298824
"Florence Public School 4th Blk, Anjanapura",school,12.8586411,77.5626375,,,,,6400386412
"Mvs HPS, Anjanapura",school,12.8598087,77.5677765,,,,,6400392576
Aradhana KHPS Arakere,school,12.8851154,77.5917402,,,,,6400468408
Dayana Memorial HPS Arakere,school,12.8888039,77.6057027,,,,,6400494675
"Marry Immaculate School, Arakere",school,12.8869151,77.6028827,,,,,6405531177
"Divya Jyothi HS, Arakere",school,12.8847701,77.6080296,,,,,6405552609
"J P Vidyakendra School, Arakere",school,12.884049,77.6042452,,,,,6405566811
"Shine Eng School, Arakere",school,12.884934,77.5906518,,,,,6406118217
Shri Sharada Vidyanikethana Arkere,school,12.8863886,77.6095157,,,,,6406173608
"Aradhana EHPS Arakere, Arakere",school,12.8846325,77.5920843,,,,,6406180475
"Hillside Public LPS Ns Palya, B T M Layout W No 65",school,12.9071902,77.6067335,,,,,6406473545
"Sri Balamuri Vidya Samste LPS, B T M Layout W No 65",school,12.9087576,77.6025747,,,,,6406473546
"Vidya Jyothi EHPS ,B T M Layout W No 65",school,12.9138593,77.6153672,,,,,6408147708
"GLPS(U) Madina Nagar, B T M Layout W No 65",school,12.9063746,77.6097578,,,,,6408161122
"Green Paschers KHPS Ns Palya, B T M Layout W No 65",school,12.9105841,77.6008291,,,,,6408164827
"M E S HPS Kuvempunagar, B T M Layout W No 65",school,12.9090967,77.6121578,,,,,6408863490
"Jnanadegula HPS, B T M Layout W No 65",school,12.9190975,77.6148608,,,,,6408920610
"Our Lady Fathima HPS, B T M Layout W No 65",school,12.9219732,77.6156311,,,,,6408950782
"Star Ablaze Trust Sch, B T M Layout W No 65",school,12.9061539,77.6112382,,,,,6408962857
"Babymirror HPS Vivekanagar, Austin Town W No 71",school,12.9572323,77.6179802,,,,,6408981408
"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71",school,12.9541946,77.6185446,,,,,6408995812
"Infant Indian HPS Neelasandra, Austin Town W No 71",school,12.9566503,77.6154402,,,,,6409085052
"Karnataka Vidya Shala (KVS)HPS, Austin Town W No 71",school,12.9575753,77.6140476,,,,,6410768087
"Shanthinikethan HPS Vivekanag, Austin Town W No 71",school,12.9531262,77.6204588,,,,,6420770985
