Name,Category,Latitude,Longitude,Address,Phone,Website,Email,OSM_ID
Little Angel Clinic for children,doctors,12.9661723,77.7154277,"B Block, AECS Layout Kundalahalli, Bangalore 560037",+91 99020 00934,http://www.littleangelsclinic.com/,narmada@littleangelsclinic.com,514178762
Srinivasa Medicals,pharmacy,12.9919585,77.7178824,"ITPL Main Road, near Hoodi Circle Hoodi, Mahadevapura, Bangalore 560048",,,,514314695
Chord Road Hospital Pvt Ltd,hospital,12.9981215,77.5404836,"100 West of Chord Road (LIC Colony) Basaveshwara Nagar, Bangalore 560079",+91-80-23225858;+91-80-23225868;+91-80-23225878,http://www.chordroadhospitalent.com/,chordroadhospital100@yahoo.co.in,519549595
Unnamed Medical Location,pharmacy,13.0360931,77.5317332,Bengaluru,,,,520091555
Pristline Hospital,hospital,12.9978931,77.5436127,"877 Modi Hospital Road (West of Chord Road) Basaveshwara Nagar, Bangalore 560079",+91-80-41354444;+91-80-51270776,http://www.pristinehospitals.com/,pristinehospitals@pristinehospitals.com,530353033
"Bengaluru Hospital, Susruta Medical Aid AndResearch Home Limited",hospital,12.9376734,77.5802836,Rashtriya Vidyalaya Road Bengaluru 560001,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,info@Bengaluruhospital.co.in,582384953
Sri Manjunath Medical & General stores,pharmacy,12.9248306,77.6642849,Bengaluru,,,,590753378
Dava Sagar,pharmacy,13.0257078,77.6517029,Bengaluru,,,,595305844
Apollo Pharmacy,pharmacy,13.0230704,77.6508206,Horamavu Agara Main Road Bengaluru,,,,595305848
Pushyamee,pharmacy,13.0006252,77.5652425,"8th Main Malleswaram, Bangalore",,,,617760063
Manipal Northside Hospital,hospital,13.0011275,77.5639285,"71 11th Main Road, Opp Railway Station, Malleswaram bangalore 560003",080 2222 1111,,,625856709
Manipal North Side Pharmacy,pharmacy,13.0009721,77.5640265,Bengaluru,,,,625857657
Arvind Diagnostics,laboratory,13.0072994,77.5784789,Bengaluru,,,,661056777
Dr. S. Shetty,doctors,13.010717,77.5755578,Jeevaraj Alva Road Bengaluru,,,,661056780
Government Primary Health Centre,hospital,12.9503234,77.6162619,Bengaluru,,,,663604723
Keshava Medical & General Stores,pharmacy,13.0059079,77.578507,Bengaluru,,,,664332016
Divakars speciality Hospital,hospital,12.9100629,77.5924585,Bengaluru 560078,,http://www.healthforher.in/,,665727326
S. S. Pharma,pharmacy,12.9965785,77.6045552,Benson Cross Road Bengaluru,,,,665871294
Glitz Dental Care and Health Centre,dentist,12.9965348,77.6045413,Benson Cross Road Bengaluru,,,,665871295
Dr. Afrose Parveen Dental Clinic,dentist,12.9973171,77.6037642,Benson Cross Road Bengaluru,,,,665871312
A K Medicals,pharmacy,12.9568547,77.7148261,Bengaluru,,,,671185204
Trust Medicals,pharmacy,12.9606501,77.7138068,Bengaluru,,,,671185205
Hema Poly Clinic,hospital,12.960765,77.7137961,Bengaluru,,,,671185206
Saisudha Medical,pharmacy,13.0129089,77.5742856,Bengaluru,,,,673860153
BMTC Hospital,hospital,12.9234317,77.5923374,Bengaluru,,,,691930445
Greeshma,pharmacy,12.8761792,77.6169752,Bengaluru,,,,731781098
Ramakrishna Nursing Home and Hospital,hospital,12.9364329,77.583477,Bengaluru,,,,769216417
Shilpa Homeopathic Clinic,clinic,12.9267313,77.6346384,Bengaluru,,,,839826450
Unnamed Medical Location,pharmacy,12.960424,77.646233,Kodihalli Main Road Bengaluru,,,,844434365
Unnamed Medical Location,pharmacy,12.9622433,77.6470269,Kodihalli Main Road Bengaluru,,,,844434369
Amruth Medicals,pharmacy,13.0050896,77.623376,Bengaluru,,,,860057144
Apollo Pharmacy,pharmacy,13.0052518,77.6233121,Bengaluru,,,,860057145
"SBF Health, Bengaluru Urban",clinic,12.9774296,77.6955308,Bengaluru 560037,,,,937026991
Shashi Clinic,clinic,12.9140267,77.613838,Bengaluru,,,,949313543
Sri Murti medicals,pharmacy,12.9141731,77.6134947,Bengaluru,,,,949313544
MedPlus,pharmacy,12.9136384,77.6074718,Bengaluru,,,,949313551
The Family Dental Care,dentist,12.9138855,77.6138005,Bengaluru,,,,949313554
Apollo Pharmacy,pharmacy,12.9133476,77.6101635,Bengaluru,,,,951203531
Radhakrishna Pharmacy,pharmacy,12.9408942,77.5456204,Bengaluru,,,,953639347
Sri Balaji Medicals and General Stores,pharmacy,12.9403595,77.5458556,Bengaluru,,,,953661272
Sri Vinayaka Poly Clinic,hospital,12.939058,77.5510802,"8/45 80 Feet Road, SBM Colony, Near-Bank Colony Bus Stop, Banashankari 1st Stage bangalore 560050",080 2672 8455,,,954623054
Apollo Pharmacy,pharmacy,12.9332899,77.5427058,Bengaluru,,,,959268235
RMV Hospital,hospital,13.0322788,77.576876,Bengaluru,,,,966863252
SNR Pharmacy,pharmacy,12.989865,77.717934,"Hoodi, Mahadevapura, Bangalore 560048",,,,973472346
Yashomathi Hospitals,hospital,12.9559302,77.7112689,Varthur Road Bangalore,,,,975680681
Aruna Medicals,pharmacy,12.9855008,77.718421,"Hoodi, Mahadevapura, Bangalore 560048",,,,980038314
Apollo Pharmacy,pharmacy,12.9602864,77.7136786,Arvind Avenue Bengaluru,,,,1001584630
Mallya Audikesh Diagnostics Center,hospital,12.9815051,77.6011944,55 Infantry Road Bangalore 560001,+918022868423,https://www.medinovaindia.com/,bengaluru@medinovaindia.com,1005544881
Mallige Medical Centre,hospital,12.985247,77.5803846,"31/32 Crescent Rd,Nehru Nagar,Gandhi Nagar Bangalore 560001",080 2220 3333,https://www.mallige.com/,,1006462338
Devine Hospital,hospital,13.0038999,77.6039313,Bengaluru 560046,,,,1067181192
Vijay Medicals,pharmacy,13.0044271,77.6037741,Bengaluru,,,,1067181200
Unnamed Medical Location,pharmacy,12.9192711,77.6684296,Sarjapur Road Bengaluru,,,,1067307517
Trust,pharmacy,12.9851522,77.6737584,Kaggadasspura Main Road Bengaluru,,,,1076571318
Lalbagh Nursing Home,hospital,12.9452313,77.5861734,Siddapura Road Bengaluru,,,,1085786951
Dr. Batra Clinic,hospital,12.9797287,77.7271089,Bengaluru,,,,1093355153
Government Maternity Hospital,hospital,12.9988604,77.5817424,Bengaluru,,,,1101622501
Sancheswar Clinic,doctors,12.9910481,77.7178239,Bengaluru,,,,1107350598
Vikas Medicals,pharmacy,12.9672449,77.5427653,Bengaluru,,,,1107984443
MedPlus,pharmacy,12.9670358,77.5428833,Bengaluru,,,,1107986012
Soujanya Clinic,hospital,12.9681189,77.54325,Bengaluru,,,,1108014134
Kanva Diagnostics Collection Centre,hospital,12.967291,77.5429164,Bengaluru,,,,1108040901
Unnamed Medical Location,pharmacy,12.9611813,77.7054148,Bengaluru,,,,1135052608
New Akshay Mallya Hospital,hospital,12.9568527,77.6990468,Varthur Road Bengaluru 560037,,,,1150839598
Balaji Medicals,pharmacy,12.8502958,77.6551514,Bengaluru,,,,1152805167
Presidency Hospital,hospital,12.9951629,77.69923,Whitefield Road Bengaluru,,,,1186831410
BGS Gleneagles Hospitals,hospital,12.90306,77.4974982,Bengaluru 560060,,https://bgsgleneaglesglobalhospitalbengaluru.com/,web.enquiries@globalhospitalsindia.com,1228960966
Srinivas Clinic,hospital,12.9073391,77.5830655,29 Main Bengaluru,,,,1272424543
Unnamed Medical Location,clinic,12.913914,77.6372735,Bengaluru 560102,,,,1279246450
Trust Pharma,pharmacy,13.0226434,77.6481609,Bengaluru,,,,1283697988
Queens Nursing Home,clinic,12.9903369,77.5874909,Bengaluru,,,,1289949443
Sri Ganesh Medicals,pharmacy,13.0077106,77.5640402,8th Main Road Bangalore 560055,,,,1290107605
Unnamed Medical Location,hospital,13.0043642,77.5652959,Bengaluru,,,,1290125198
MedPlus,pharmacy,13.0067295,77.5642274,Bengaluru,,,,1290125219
Shivakumar Medicals & General Store,pharmacy,12.9180833,77.6515737,27th main Bengaluru 560102,,,,1307450638
Metro Hospital,hospital,12.8915893,77.560715,Bengaluru,,,,1318987638
Unnamed Medical Location,pharmacy,12.9787344,77.6451837,Bengaluru,,,,1328610672
Health and Glow,pharmacy,12.9701421,77.6314807,Sai Baba Mandira Road Bengaluru,,,,1328617013
Sri Vinayaka Medicals,pharmacy,12.9725356,77.6511018,Bengaluru,+91 84531 18830,,,1339413322
Apollo Pharmacy,pharmacy,12.909578,77.5641601,Bengaluru,,,,1339731852
Brookefield Hospital(A Unit Of Sanjeevani Hospital),hospital,12.9668213,77.7168891,Bengaluru 560037,,,,1365797756
Laksmi Medical,pharmacy,12.9658455,77.7184852,Bengaluru,,,,1366802622
Satya Sai Medicals,pharmacy,12.9663904,77.718256,Bengaluru,,,,1366802631
Pavan Medical,pharmacy,12.9674469,77.7166937,Bengaluru,,,,1366802650
Ryan Medical,pharmacy,12.9659944,77.7141093,Bengaluru,,,,1370301764
Medplus,pharmacy,13.0383104,77.6072338,Bengaluru,,,,1370783346
Vita Life clinic,clinic,12.9648939,77.7180556,Bengaluru,,,,1371859178
MedPlus,pharmacy,12.9711033,77.7119389,Bengaluru,,,,1373903942
Shakti Medical,pharmacy,12.9360494,77.6149821,Bengaluru,,,,1375978247
Health And Glow,pharmacy,12.9351354,77.6134273,Bengaluru,,,,1375978268
"The Apollo Clinic, Bengaluru Urban",clinic,12.9339266,77.6161393,"143 1st Cross, 5th Block, Koramangala, Near Nagarjuna Hotel Bangalore 560095",+91860 500 2244,https://www.apollospectra.com/,,1375978269
Apollo Pharmacy,pharmacy,12.9363466,77.6146761,Bengaluru,,,,1375978276
Aravind Medicals and General stores,pharmacy,12.9115937,77.6062818,Bengaluru,,,,1388103603
Tenet diagnostics,hospital,12.9573067,77.7087044,"S1,S2 Spice Garden Compound Road Marathahalli, Bangalore",,,,1428600902
Trust Pharmacy,pharmacy,12.9573761,77.7086858,"Marathahalli, Bangalore",,,,1428601793
Pushpa Medicals,pharmacy,12.9688745,77.7496287,284 Whitefield Main Road Bangalore 560066,,,,1434028772
ESI Hospital,hospital,12.995242,77.6523255,Bengaluru,,,,1436177631
Karunalayam Hospital,hospital,12.9111263,77.7073377,Bengaluru,,,,1437213383
SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,hospital,12.9367955,77.5907094,Bengaluru,,,,1438212033
Maiya Multispecialty Hospital,hospital,12.942614,77.5854533,Bengaluru 560011,,,,1440343668
Ramdev Medicals,pharmacy,12.9354499,77.5925943,Bengaluru,,,,1440356371
Wellness Forever,pharmacy,12.9358054,77.5927686,Bengaluru,,,,1440356373
The Cash Pharmacy,pharmacy,12.9683152,77.6004368,74/5 Saint Mark's Road Bangalore 560001,080 3361 8456,,,1446122916
Residency Pharmacy,pharmacy,12.9668907,77.5986274,Bengaluru,,,,1449018888
Narayana Netralaya,hospital,12.9671401,77.6094485,37 Castle Street Bengaluru 560025,,,,1454651986
The Apollo Clinic,clinic,12.9971262,77.5715091,"5th Cross Malleswaram, Bangalore",,,,1459879075
MedPlus,pharmacy,13.0820745,77.5471589,Bengaluru,,,,1462231357
Apollo Pharmacy,pharmacy,13.0581352,77.546243,Bengaluru,,,,1462448663
Nagappa Hadli Hospital,hospital,13.0829889,77.5489026,Bengaluru 560097,,,,1463452754
Maruti Medicals,pharmacy,13.0827434,77.5484962,Bengaluru,,,,1463453140
"Vasan Eye Care Hospital, Nagarabhavi",hospital,12.9746134,77.5129757,Bengaluru 560091,,http://www.vasaneye.in/,,1463507632
Rc Hospital,hospital,12.930936,77.5153776,Bengaluru 560098,,,,1463555571
Trust,pharmacy,12.9309289,77.5154272,Bengaluru,,,,1463556053
Veturi Child Health Centre,hospital,12.9263226,77.5156579,Bengaluru,,,,1463563608
Ketham's Hospital Pvt. Ltd,hospital,13.0686568,77.5582571,Bengaluru 560097,,,,1463656830
Ragavendra Hospital,hospital,13.0425433,77.5155377,Bengaluru,,,,1464742684
Guru Kripa Clinic,hospital,13.0349833,77.5676844,Bengaluru,,,,1464772262
Deeksha Orthopaedic Hospital,hospital,13.0973922,77.5964894,Bengaluru,,,,1464782617
Shushrusha Hospital,hospital,13.0997316,77.5980216,Bengaluru,,,,1464783198
Apollo Pharmacy,pharmacy,12.9373048,77.6244506,"17th b main, 6th block Bengaluru 560095",,,,1464885140
Chirag Hospital and Maternity Center,hospital,12.9126298,77.5913594,17th Main Road Bengaluru 560078,,,,1464921265
St Theresa Pharmacy,pharmacy,13.0061311,77.5536439,Bengaluru,,,,1465059607
Apollo Pharmacy,pharmacy,12.9162325,77.5949182,Bengaluru,,,,1465122326
Dr Shah Clinic,pharmacy,13.0325996,77.5589529,Bengaluru,,,,1465454653
Sagar Pharmacy,pharmacy,12.9370493,77.5686801,Bengaluru,,,,1466380358
Udhbhava Hospital,hospital,12.9256842,77.5489346,Bengaluru 560085,,,,1466477036
DG Hospital,hospital,12.9206648,77.5598673,Bengaluru 560073,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,,1466576385
Sharadha Nursing Home,clinic,12.9429573,77.6174085,Bengaluru 560034,,,,1466631787
Srinivasa Nursing Home,hospital,12.9423039,77.6174893,Bengaluru,,,,1466638204
Apollo Pharmacy,pharmacy,12.9423666,77.6174611,Bengaluru,,,,1466650618
Apollo Pharmacy,pharmacy,12.9175358,77.5934343,Bengaluru,,,,1467149940
Maruthi Medical Store,pharmacy,13.0282784,77.5715263,Bengaluru,,,,1467359289
Karuna Clinic,clinic,12.9364316,77.5673584,Bengaluru,,,,1467750614
Kangila Clinic,hospital,12.9336501,77.5660602,Bengaluru,,,,1467778591
Rakesh Medicals,pharmacy,12.9336091,77.5661398,6th Main Bengaluru 560028,,,,1467778592
Subramanya Medicals,pharmacy,12.9334734,77.5661076,"6th Cross, 6th Main Bengaluru 560028",,,,1467794454
T R Medicals,pharmacy,12.9327937,77.5677437,2nd Main Bengaluru 560028,,,,1467794502
Sree Shakthi medicals,pharmacy,12.9076312,77.6492635,24th main hsr 2nd sector Bengaluru 560102,,,,1467831581
Chaitanya Hospital,hospital,13.0990911,77.5861904,Bengaluru,,,,1467969798
"Vasan Eye Care Hospital, Koramangala",hospital,12.9402371,77.6253403,Bengaluru 560095,,http://www.vasaneye.in/,,1468540733
A K Clinic,clinic,12.9076284,77.6493158,Bengaluru,,,,1468908276
Apollo Pharmacy,pharmacy,12.9081132,77.6493238,24th main hsr 2nd sector Bengaluru 560102,,,,1468908281
MedPlus,pharmacy,12.9071172,77.6491754,24th main hsr 2nd sector Bengaluru 560102,,,,1468908295
health nest,hospital,12.9075992,77.6488507,Bengaluru,,,,1468908300
St John's Medical Camp,pharmacy,13.0268364,77.5798131,Bengaluru,,,,1469035491
Amma's ENT Clinic,hospital,13.0281613,77.5793947,Bengaluru,,,,1469035492
MedPlus,pharmacy,13.0268965,77.5799419,Bengaluru,,,,1469035493
Krishna Specialty Clinic,hospital,13.026721,77.5789272,Bengaluru,,,,1469036754
Seventh Day Adventist Hospital,hospital,12.995625,77.6113272,Saunders Road Bengaluru 560005,,,,1469181813
Santosh Diagnostic & Scan Center,clinic,12.9933614,77.6080259,Saint John's Church Road Bengaluru,,,,1469196557
Park View Clinic,clinic,12.9935915,77.6086664,Saint John's Church Road Bengaluru,,,,1469196573
Government Veterinary Hospital,veterinary,12.9917256,77.5991714,Bengaluru,,,,1469249217
Srinivasa Nursing Home,hospital,12.9965077,77.6220456,Bengaluru,,,,1469314053
Apollo Pharmacy,pharmacy,12.9323571,77.5676123,2nd Main Road Bengaluru 560028,,,,1470553353
Kids Care Clinic,hospital,12.914434,77.6050207,Bengaluru,,,,1470603498
Krishna Pharma,pharmacy,12.941581,77.617208,Bengaluru,,,,1470707052
Balaji Medicals,pharmacy,12.8737728,77.6449481,Bengaluru,,,,1470731018
Dental Clinic,dentist,12.918466,77.638068,Bengaluru,,,,1470758421
Basha Clinic,dentist,12.924661,77.638669,Bengaluru,,,,1470765801
Apollo Pharmacy,pharmacy,12.9698357,77.7497385,Bengaluru 560066,,,,1470833610
Pristine Health care,hospital,12.9382768,77.6186753,Bengaluru,,,,1471128628
Apollo Pharmacy,pharmacy,12.9175661,77.6319413,Bengaluru,,,,1471712111
Mhaskars Srishti Clinic,doctors,12.917678,77.6317772,Bengaluru,,,,1471712151
Prerana Dental Clinic,hospital,12.9186845,77.630774,Bengaluru,,,,1471719697
Mamtha Health Center,hospital,12.9180492,77.6318764,Bengaluru,,,,1471720698
Balaji Medical Store,pharmacy,13.0078494,77.5473216,Bengaluru,,,,1471737562
Suprabha Hospital,hospital,13.0079383,77.5469059,Bengaluru,,,,1471737564
Sri Dhanvantri Ayurved Bhandara,pharmacy,13.0082414,77.5468871,Bengaluru,,,,1471738634
Sangolli Nursing Home,hospital,13.0083564,77.5469273,Bengaluru,,,,1471738635
Religare,pharmacy,13.0939199,77.5827167,Bengaluru,,,,1471774578
Diacon Hospital,hospital,13.0037682,77.5498337,Bengaluru 560010,,,,1471781028
Nelamangala General Hospital,hospital,13.0987847,77.3912296,Bengaluru 562123,,,,1471781389
Agarwal Eye Hospital,hospital,12.9273417,77.6221301,Bengaluru,,,,1472015890
Sri Sapthagiri Clinic,hospital,12.8736928,77.6449626,Bengaluru,,,,1472037865
Sagar Dental Clinic,hospital,12.9169725,77.6300572,Bengaluru,,,,1472111625
Sanjeevani Medicals,pharmacy,12.8780838,77.6384592,Bengaluru,,,,1472212559
Vijaya Shree Diagnostics,pharmacy,12.9271081,77.6226087,Bengaluru,,,,1472248473
Venkateshwara Hospital,hospital,12.9257842,77.6170828,Hosur road Bengaluru,,,,1472735174
Medical Shop,pharmacy,13.0552619,77.6020449,Bengaluru,,,,1472761524
Medi House Pharma,pharmacy,12.9636019,77.7481495,Bengaluru,,,,1472800108
Namratha Hospital,hospital,13.0047859,77.543073,Bengaluru,,,,1472808792
Devi Eye Hospital,hospital,12.9162576,77.6374069,Bengaluru,,,,1472878021
Mysore Hospital,hospital,13.0275337,77.5397051,Bengaluru 560022,,,,1473023593
Prakash Clinic,clinic,13.027027,77.539442,Bengaluru,,,,1473023915
Balaji Medicals,pharmacy,12.9275755,77.6160908,15/95 Hosur Road Bengaluru,,,,1473082673
Apollo Pharmacy,pharmacy,12.9123293,77.6326323,Bengaluru,,,,1473224706
Jayanagar Orthopaedic Centre,hospital,12.9293288,77.5877091,Bengaluru 560041,,,,1473296715
Himalaya Health care - druggists,pharmacy,12.9377532,77.6266479,Bengaluru,,,,1473308076
Arathi medicals,pharmacy,12.9353953,77.6233434,Bengaluru,,,,1473308080
Shekar Hospital,hospital,12.9458714,77.5675192,Shyamaraja Iyengar Road Bengaluru 560019,,,,1473921774
Punya Hospital,hospital,13.0011459,77.5359798,Bengaluru,,,,1474001855
Vasan Eye Care,hospital,12.9102705,77.6265538,Hosur road Bengaluru,,,,1474104406
Apollo Clinic,hospital,12.8517246,77.6681472,Bengaluru,,,,1474106961
Heart lung clinic,clinic,12.9787052,77.6443155,Chinmaya Mission Hospital Road Bengaluru,,,,1474220548
Amar Jyoti Nursing Home And P M P Medical Centre,clinic,12.9786335,77.6421434,Bengaluru 560038,,,,1474220553
Lotus Diagnostic centre,clinic,12.9786597,77.6424063,Bengaluru,,,,1474220555
Trust Medicals,pharmacy,12.9786322,77.642362,Bengaluru,,,,1474220576
Sri Kirshna Pharmacy,pharmacy,12.9783513,77.6456344,Bengaluru,+91 91643 45443,,,1474220588
Maiyya's Pharmacy,pharmacy,12.9425654,77.5854098,Bengaluru,,,,1474244819
Ramkrishna Nursing Home,clinic,12.9364201,77.5828954,Bengaluru 560011,,,,1474259226
Balaji Medicals,pharmacy,12.9115238,77.5783798,Bengaluru,,,,1474277935
Parimala Clinic,hospital,12.9135707,77.5788941,Ayodhyarama Road Bengaluru,,,,1474277938
Vidya Medicals,pharmacy,12.9135528,77.5787869,Bengaluru,,,,1474277950
Karanth Speciality Hospital,hospital,12.9160081,77.6193573,Bengaluru 560068,,,,1474317196
Gangothri Hospital,hospital,12.9162878,77.6138218,Outer Ring Road Bengaluru 560076,,,,1474323515
Tooth N Care,dentist,12.930861,77.6069707,Christ School Road Bengaluru,,,,1474432226
Spurthy Hospital,hospital,12.9239335,77.61116,Bengaluru 560029,,,,1474449391
Prasad Eye Hospital,hospital,12.9351929,77.6086817,Bengaluru,,,,1474458358
NIMHANS Screening block,hospital,12.9387115,77.5937737,Bengaluru,,,,1474472488
NIMHANS OPD,hospital,12.9388056,77.5942994,Bengaluru,,,,1474472859
Manjunath Hospital,hospital,12.9483598,77.5940621,Bengaluru 560027,,,,1474511948
Karthik Hospital,hospital,12.9484356,77.5942592,8th Cross Bengaluru,,,,1474512442
Aswad Hospital,hospital,12.9147871,77.6247622,Hosur road Bengaluru 560068,,,,1474819060
TSR heart care,hospital,13.0264438,77.5933686,Bengaluru,,,,1474819111
Sri Rama Medicals and General Stores,pharmacy,12.9971233,77.5512976,Bengaluru,,,,1474819885
Fortis Hospital,hospital,13.0022409,77.5490879,Bengaluru 560086,,,,1474819886
Citi Hospital,hospital,12.9956506,77.5510696,25/91 Chord Road Bangalore 560010,+(91)-80-23131778,,,1474819896
"Vasan Eye Care Hospital, Rajaji Nagar",hospital,12.9995223,77.5505328,46 19th Cross Road Bengaluru 560010,,,,1474819897
Ananya Hospital,hospital,12.9998205,77.55045,Bengaluru 560010,,https://www.ananyahospital.org/,enquiries@ananyahospital.org,1474819898
Religare Medicals,pharmacy,13.0002224,77.5688175,Bengaluru,,,,1474819903
Baptist,hospital,12.9970915,77.5719766,Bengaluru,,,,1474820321
Supra's Diagnostic Centre,clinic,12.9970758,77.5721536,Bengaluru,,,,1474820322
Apollo Pharmacy,pharmacy,12.9240181,77.5533888,Bengaluru,,,,1474821033
Shivakrupa Hospital,hospital,12.973967,77.5479135,Bengaluru,,,,1474827898
Dr. Ambedkar Medical College Hospital,hospital,13.0248621,77.6139585,Bengaluru,,,,1474875685
Unnamed Medical Location,pharmacy,12.9322462,77.5894525,Bengaluru,,,,1491765447
Ayurveda Clinic,alternative,12.8913581,77.6044902,Bengaluru,,,,1568844087
Devi Medicals,pharmacy,12.9674654,77.5413752,Bengaluru,,,,1575706224
National Pharma,pharmacy,12.9683188,77.7494966,Bengaluru 560066,,,,1579616035
E-City Family Dental Centre,dentist,12.8406178,77.6511117,Bengaluru,,,,1595181171
Swetha Clinic,doctors,12.9510846,77.5955162,Bengaluru,,,,1603318755
Narayana Hridayalaya / Axiss dental,dentist,12.8490725,77.6575599,Bengaluru,,,,1603379667
Lakshmi Medicals,pharmacy,12.9233957,77.588428,Bengaluru,,,,1604968794
"Sri Maruthi hospital, Sheshadripuram",hospital,12.9926441,77.5742046,"67 Link Rd, Malleswaram, Jai Bheema Nagar, Seshadripuram bangalore 560020",080 2344 9632,,,1617398469
Anjana Ramesh,doctors,12.9735423,77.6476618,1st Main Road Bengaluru,,,,1643047902
Vital Medi Health Care Pvt Ltd,clinic,12.9664535,77.6363465,3rd Cross Road Bengaluru 560071,,,,1655556512
Apollo Pharmacy,pharmacy,12.9582464,77.6412466,Bengaluru,,,,1659137304
MedPlus,pharmacy,12.9339016,77.5414815,Bengaluru,,,,1661797104
Prabha Eye Clinic and Research Centre,clinic,12.9197167,77.5753405,40th Cross Road Bengaluru 560070,,https://www.prabhaeyeclinic.com/,nfo@prabhaeyeclinic.com,1666757194
Apollo Pharmacy,pharmacy,12.9048437,77.6445035,19th Main Bengaluru,,,,1666879095
Apollo Pharmacy,pharmacy,12.9240468,77.5707766,Bengaluru,,,,1671675592
Bangalore Pet Hospital,veterinary,12.9556064,77.720658,5 Bengaluru,,,,1683088879
Sunny Medicals Hospital Clinic,hospital,12.9267954,77.6699091,Bengaluru,,,,1693120843
Maruthi Clinic,clinic,12.9912991,77.6878913,Bengaluru,,,,1717908330
Dr.Chandar Clinic,clinic,12.9960796,77.6933786,Whitefield Road Bengaluru,,,,1717909484
Unnamed Medical Location,pharmacy,12.9918615,77.6883761,Bengaluru,,,,1719522409
Unnamed Medical Location,pharmacy,12.99131,77.6878396,Bengaluru,,,,1719523296
Sudha Parimala Medical Store,pharmacy,12.9345466,77.5895421,Bengaluru,,,,1719595655
Vikram Eye Clinic,clinic,12.9352377,77.589655,Bengaluru 560011,,,,1719597042
Karunya Homoeopathy Centre,hospital,13.0307899,77.653594,Bengaluru,,,,1722802205
Ayur Seva Hospital,hospital,13.0148188,77.6653699,Bengaluru,,,,1724416882
Vinayaka Specialty Hospital,hospital,12.8990004,77.6218548,Bengaluru,,,,1727637379
Apollo Pharmacy,pharmacy,12.9272813,77.6693957,Bengaluru,,,,1729033459
Unnamed Medical Location,pharmacy,12.933396,77.5626216,Bengaluru,,,,1741794881
Unnamed Medical Location,pharmacy,12.9352471,77.5607927,Bengaluru,,,,1741797182
Unnamed Medical Location,pharmacy,12.9557166,77.6979892,Bengaluru,,,,1752648998
Unnamed Medical Location,pharmacy,12.9536608,77.6980039,Bengaluru,,,,1752649580
MSR Pharma,pharmacy,13.0282873,77.5705701,Bengaluru,,,,1756144063
MedPlus,pharmacy,12.968117,77.6504466,Bengaluru,,,,1760015499
Unnamed Medical Location,pharmacy,12.9662438,77.649815,Bengaluru,,,,1760015506
Koshys Hospital,hospital,13.0207033,77.6760593,Bengaluru,,,,1761866934
Gurushree Hitech Multispeciality Hospital,hospital,12.9593144,77.5265054,Bengaluru 560048,,,,1778854020
"Shobha Hospital, Bengaluru Urban",hospital,12.9755854,77.5313495,Bengaluru 560040,,,,1778897704
"Gayathri Hospital, Bengaluru Urban",hospital,12.9744053,77.5426819,Bengaluru 560040,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,,1778953072
